web-scraper-order,web-scraper-start-url,select,select-href,pagination,prod,prod-href,dispo,gtin,marque,gamme,gamer,systeme,taille_ecran,resolution,processeur,type_processeur,ref_proc,freq_processeur,memoire_cache,ram,disque_dur,type_disk,carte_graphic,chipset_carte,connectors,couleur,grantie,prix
"1683668215-587","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=25","PC Portable HP 15s-fq5000nk i7 12è Gén 20Go 512Go SSD - Silver","https://www.mytek.tn/pc-portable-hp-15s-fq5000nk-i7-12e-gen-20go-512go-ssd-silver.html","En stock","6D6Y5EA-20G","HP","15s-fq5000nk","Non","","","1920 x 1080 pixels","Intel Core i7","10 cœurs","Intel® Core™ i7-1255U","Up to 4,70 GHz Turbo max","12 Mo","20 Go","512Go SSD","SSD","Graphique Intégrée","Intel Iris X","1x USB Type-C, 2x USB Type-A, 1x HDMI 1.4b, 1 adaptateur secteur Smart Pin, 1 prise combinée casque/microphone","Silver","1 an","Prix spécial 2 515,000 DT      Ancien prix 2 665,000 DT  -150DT"
"1683668218-588","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=25","PC Portable ASUS VIVOBOOK 17 X712EQ i5 11è Gén 8Go 512Go SSD - Silver","https://www.mytek.tn/pc-portable-asus-vivobook-17-x712eq-i5-11e-gen-8go-512go-ssd-silver.html","En stock","BU-X712EQ-AU093W","ASUS","Vivobook 17 X712","Non","","","1920 x 1080 pixels","Intel Core i5","Quad Core","Intel Core i5-1135G7","2,40 GHz up to 4,20 GHz Turbo max","8 Mo","8 Go","512Go SSD","SSD","Nvidia GeForce","GeForce MX350","1x USB 3.2 Gen 1 Type-A, 1x USB 3.2 Gen 1 Type-C, 2x USB 2.0 Type-A, 1 x HDMI 1.4, 1 x combo audio jack de 3,5 mm, 1x sortie casque, Lecteur de cartes Micro SD","Silver","2 ans","2 509,000 DT"
"1683668221-589","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=25","PC Portable ASUS ExpertBook B1500 i5 11è Gén 40Go 512Go SSD - Noir","https://www.mytek.tn/pc-portable-asus-expertbook-b1500-i5-11e-gen-40go-512go-ssd-noir.html","Sur commande 48h","B1500CEAE-BQ2850-40G","ASUS","EXPERTBOOK","Non","","","1920 x 1080 pixels","Intel Core i5","Quad Core","Intel® Core™ i5-1135G7","2,40 GHz up to 4,20 GHz Turbo max","8 Mo","40 Go","512Go SSD","SSD","Graphique Intégrée","Intel HD","1x USB 2.0 Type-A , 1x USB 3.2 Gen 1 Type-C ,2x USB 3.2 Gen 2 Type-A ,1x Thunderbolt 4, 1 x HDMI 1.4, 1x port VGA ,1 x combo audio jack de 3,5 mm, 1x RJ45 et lecteur de cartes Micro SD","Noir","2 ans","2 509,000 DT"
"1683668224-590","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=25","PC Portable ASUS ExpertBook B1500 i5 11è Gén 24G 512Go SSD - Noir","https://www.mytek.tn/pc-portable-asus-expertbook-b1500-i5-11e-gen-24g-512go-ssd-noir.html","En stock","B1500CEPE-EJ1201-24G","ASUS","EXPERTBOOK","Non","","","1920 x 1080 pixels","Intel Core i5","Quad Core","Intel® Core™ i5-1135G7","2,40 GHz up to 4,20 GHz Turbo max","8 Mo","24 Go","512Go SSD","SSD","Nvidia GeForce","GeForce MX330","1x USB 2.0 Type-A , 1x USB 3.2 Gen 1 Type-C ,2x USB 3.2 Gen 2 Type-A, 1 x HDMI 1.4, 1x port VGA ,1 x combo audio jack de 3,5 mm, 1x RJ45 et lecteur de cartes Micro SD","Noir","2 ans","Prix spécial 2 509,000 DT      Ancien prix 2 715,000 DT  -206DT"
"1683668227-591","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=25","PC Portable ASUS VIVOBOOK 17 X712EQ i5 11è Gén 8Go 512Go SSD - Silver","https://www.mytek.tn/pc-portable-asus-vivobook-17-x712eq-i5-11e-gen-8g-512go-ssd-silver.html","En stock","X712EQ-AU093W","ASUS","Vivobook 17 X712","Non","","","1920 x 1080 pixels","Intel Core i5","Quad Core","Intel Core i5-1135G7","2,40 GHz up to 4,20 GHz Turbo max","8 Mo","8 Go","512Go SSD","SSD","Nvidia GeForce","GeForce MX350","1x USB 3.2 Gen 1 Type-A, 1x USB 3.2 Gen 1 Type-C, 2x USB 2.0 Type-A, 1 x HDMI 1.4, 1 x combo audio jack de 3,5 mm, 1x sortie casque, Lecteur de cartes Micro SD","Silver","2 ans","2 509,000 DT"
"1683668230-592","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=25","PC Portable ASUS Vivobook S 15 OLED AMD RYZEN 7 8Go 512Go SSD - Noir","https://www.mytek.tn/pc-portable-asus-vivobook-s-15-oled-amd-ryzen-7-8go-512go-ssd-noir.html","En stock","M3502QA-MA034W","ASUS","Vivobook S15","Non","","","2880 x 1620 pixels","AMD Ryzen 7","Octa Core","AMD Ryzen™ 7 5800H","3.2 GHz up to 4.4 GHz Turbo max","16 Mo","8 Go","512Go SSD","SSD","AMD Radeon","AMD Radeon","1x USB 2.0 Type-A, 1x USB 3.2 Gen 1 Type-A, 2x USB 3.2 Gen 2 Type-C, 1x HDMI 2.1 TMDS, 1x prise audio combo 3,5 mm","Noir","1 an","2 509,000 DT"
"1683668233-593","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=25","PC Portable DELL Latitude 3530 i5 12è Gén 8Go 256Go SSD - Noir","https://www.mytek.tn/pc-portable-dell-latitude-3530-i5-12e-gen-8go-256go-ssd-noir.html","En stock","BU-3530-I5-256SSD-1Y-W10P","DELL","LATITUDE 3530","Non","","","1920 x 1080 pixels","Intel Core i5","10 cœurs","Intel® Core™ i5-1235U","Up to 4,40 GHz Turbo max","12 Mo","8 Go","256 Go SSD","SSD","Graphique Intégrée","Intel Iris X","1x USB Type-C 3.2 Gen 2, 2x USB 3.2 Gen 1, 1x USB 2.0, 1x HDMI 1.4b, 1x RJ-45, 1 port audio universel , lecteur de carte microSD","Noir","1 an","2 509,000 DT"
"1683668236-594","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=25","PC Portable DELL Latitude 3520 i5 11è Gén 16Go 256Go SSD - Noir","https://www.mytek.tn/pc-portable-dell-latitude-3520-i5-11e-gen-16go-256go-ssd-noir-3520-i5-1y-16g.html","En stock","3520-I5-1Y-16G","DELL","LATITUDE 3520","Non","","","1366 x 768 pixels","Intel Core i5","Quad Core","Intel Core i5-1135G7","2.40 GHz up to 4,20 GHz Turbo max","8 Mo","16 Go","256 Go SSD","SSD","Graphique Intégrée","Intel HD","1x USB Type-C™ 3.2 Gen 2, 2x USB Type-A 3.2 Gen 1, 1x USB 2.0, 1x HDMI 1.4, 1x RJ-45, Prise audio jack, Lecteur de carte uSD 3.0","Noir","1 an","2 499,000 DT"
"1683668239-595","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=25","PC Portable Gamer DELL G15 5511 i5 11è Gén 8Go RTX 3050","https://www.mytek.tn/pc-portable-gamer-dell-g15-5511-i5-11e-gen-8g-rtx-3050.html","En stock","5511G15I5","DELL","G15 5511","oui","","","1920 x 1080 pixels","Intel Core i5","Hexa Core","Intel® Core™ i5-11260H","2,60 GHz up to 4,40 GHz Turbo max","12 Mo","8 Go","512Go SSD","SSD","Nvidia GeForce","GeForce RTX 3050","1x USB 2.0,1x USB 2.0 port with PowerShare, 1x USB 3.2 Gen 1 ,1x HDMI ,1x RJ45","Noir","1 an","Prix spécial 2 499,000 DT      Ancien prix 2 699,000 DT  -200DT"
"1683668242-596","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=25","PC Portable LENOVO IdeaPad Gaming 3 15ACH6 AMD RYZEN 5 8Go RTX3050Ti","https://www.mytek.tn/pc-portable-lenovo-ideapad-gaming-3-15ach6-amd-ryzen-5-8g-rtx3050ti.html","En stock","82K2021XFG","LENOVO","IDEAPAD GAMING 3","oui","","","1920 x 1080 pixels","AMD Ryzen 5","Hexa Core","AMD Ryzen™ 5 5600H","3.3 GHz up to 4.2 GHz Turbo max","16 Mo","8 Go","512Go SSD","SSD","Nvidia GeForce","GeForce RTX 3050Ti","2x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1, 1x HDMI 2.0, 1x RJ-45, 1x prise combinée casque/microphone (3,5 mm), 1x connecteur d'alimentation","Noir","2 ans","Prix spécial 2 499,000 DT      Ancien prix 2 599,000 DT  -100DT"
"1683668245-597","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=25","PC Portable LENOVO IdeaPad Gaming 3 15IHU6 i5 11è Gén 32Go GTX1650","https://www.mytek.tn/pc-portable-lenovo-ideapad-gaming-3-15ihu6-i5-11e-gen-32go-gtx1650.html","En stock","82K101HCFG-32G","LENOVO","IDEAPAD GAMING 3","oui","","","1920 x 1080 pixels","Intel Core i5","Quad Core","Intel Core i5-11320H","3,20 GHz up to 4,50 GHz Turbo max","8 Mo","32 Go","512Go SSD","SSD","Nvidia GeForce","GeForce GTX 1650","2x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1, 1x HDMI 2.0, 1x RJ-45, 1x prise combinée casque/microphone (3,5 mm)","Noir","2 ans","2 499,000 DT"
"1683668248-598","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=25","PC Portable ASUS X515EP i7 11è Gén 12Go 512Go SSD - Silver","https://www.mytek.tn/pc-portable-asus-x515ep-i7-11e-gen-12go-512go-ssd-silver.html","En stock","X515EP-BQ369W-12G","ASUS","X515EP","Non","","","1366 x 768 pixels","Intel Core i7","Quad Core","Intel Core i7-1165G7","Up to 4,70 GHz Turbo max","12 Mo","12 Go","512Go SSD","SSD","Nvidia GeForce","GeForce MX330","1x USB 3.2 Gen 1 Type-A, 1x USB 3.2 Gen 1 Type-C, 2x USB 2.0 Type-A, 1 x HDMI 1.4, 1 x combo audio jack de 3,5 mm, 1x entrée alimentation","Silver","2 ans","2 495,000 DT"
"1683668252-599","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=25","PC Portable ASUS X515EP i7 11è Gén 12Go 512Go SSD - Silver","https://www.mytek.tn/pc-portable-asus-x515ep-i7-11e-gen-12g-512go-ssd-silver.html","En stock","BU-X515EP-BQ369W-12G","ASUS","X515EP","Non","","","1366 x 768 pixels","Intel Core i7","Quad Core","Intel Core i7-1165G7","Up to 4,70 GHz Turbo max","12 Mo","12 Go","512Go SSD","SSD","Nvidia GeForce","GeForce MX330","1x USB 3.2 Gen 1 Type-A, 1x USB 3.2 Gen 1 Type-C, 2x USB 2.0 Type-A, 1 x HDMI 1.4, 1 x combo audio jack de 3,5 mm, 1x entrée alimentation","Silver","2 ans","2 495,000 DT"
"1683668255-600","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=25","PC Portable HP 15-dw3039nk i7 11è Gén 16Go 1To + 256Go SSD - Silver","https://www.mytek.tn/pc-portable-hp-15-dw3039nk-i7-11e-gen-16go-1to-256go-ssd-silver.html","En stock","53A13EA","HP","15-dw3039nk","Non","","","1920 x 1080 pixels","Intel Core i7","Quad Core","Intel® Core™ i7-1165G7","2.80 GHz up to 4,70 GHz Turbo max","12 Mo","16 Go","1To + 256Go SSD","SSD + HDD","Graphique Intégrée","Intel Iris X","1x USB Type-C, 2x USB Type-A, 1x HDMI 1.4b, 1x RJ-45, 1 prise combinée casque/microphone, 1 prise secteur Smart Pin","Silver","1 an","Prix spécial 2 495,000 DT      Ancien prix 2 629,000 DT  -134DT"
"1683668262-601","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=26","PC Portable Gamer MSI GF63 Thin i5 11è Gén 32Go GTX 1650","https://www.mytek.tn/pc-portable-gamer-msi-gf63-thin-i5-11e-gen-32go-gtx-1650.html","En stock","GF63THIN11SC-613XFR-32G","MSI","GF63","oui","","","1920 x 1080 pixels","Intel Core i5","Hexa Core","Intel Core i5-11400H","2.70 GHz up to 4.50 GHz Turbo max","12 Mo","32 Go","512Go SSD","SSD","Nvidia GeForce","GeForce GTX 1650","1 x Type-C USB 3.2 Gen 1, 3 x Type-A USB 3.2 Gen 1, 1 x RJ45, 1 x HDMI, 1 x Entrée micro, 1 x Sortie casque","Noir","2 ans","Prix spécial 2 609,000 DT      Ancien prix 2 695,000 DT  -86DT"
"1683668265-602","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=26","PC Portable ASUS X515EP i7 11è Gén 16Go 1To + 256Go SSD - Silver","https://www.mytek.tn/pc-portable-asus-x515ep-i7-11e-gen-16go-1to-256go-ssd-silver.html","En stock","X515EP-BQ468W-16G","ASUS","X515EP","Non","","","1366 x 768 pixels","Intel Core i7","Quad Core","Intel® Core™ i7-1165G7","2.80 GHz Up to 4,70 GHz Turbo max","12 Mo","16 Go","1To + 256Go SSD","SSD + HDD","Nvidia GeForce","GeForce MX330","1x USB 3.2 Gen 1 Type-A, 1x USB 3.2 Gen 1 Type-C, 2x USB 2.0 Type-A, 1 x HDMI 1.4, 1x combo audio jack de 3,5 mm, 1x entrée alimentation","Silver","2 ans","2 605,000 DT"
"1683668268-603","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=26","PC Portable Gamer MSI GF63 Thin i5 11è Gén 24Go GTX 1650","https://www.mytek.tn/pc-portable-gamer-msi-gf63-thin-i5-11e-gen-24g-gtx-1650.html","En stock","BU-GF63THIN11SC-613XFR-24G","MSI","GF63","oui","","","1920 x 1080 pixels","Intel Core i5","Hexa Core","Intel Core i5-11400H","2.70 GHz up to 4.50 GHz Turbo max","12 Mo","24 Go","512Go SSD","SSD","Nvidia GeForce","GeForce GTX 1650","1 x Type-C USB 3.2 Gen 1, 3 x Type-A USB 3.2 Gen 1, 1 x RJ45, 1 x HDMI, 1 x Entrée micro, 1 x Sortie casque","Noir","2 ans","2 599,000 DT"
"1683668271-604","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=26","PC Portable Gamer MSI Thin GF63 12U i5 12è Gén 8Go RTX 2050","https://www.mytek.tn/pc-portable-gamer-msi-thin-gf63-12u-i5-12e-gen-8go-rtx-2050.html","En stock","GF63-12UCX-216XFR","MSI","Thin GF63 12U","oui","","","1920 x 1080 pixels","Intel Core i5","Octa Core","Intel® Core™ i5-12450H","up to 4,40 GHz Turbo max","12 Mo","8 Go","512Go SSD","SSD","Nvidia GeForce","GeForce RTX 2050","1x (USB3.2 Gen1 / DP) Type-C, 3x USB3.2 Gen1 Type-A, 1x HDMI™, 1x RJ45, 1x entrée micro, 1x sortie casque","Noir","1 an","Prix spécial 2 599,000 DT      Ancien prix 3 189,000 DT  -590DT"
"1683668274-605","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=26","PC Portable HP 15-dw4002nk i7 12è Gén 16Go 512Go SSD - Silver","https://www.mytek.tn/pc-portable-hp-15-dw4002nk-i7-12e-gen-16go-512go-ssd-silver.html","En stock","6L9J9EA-16G","HP","15-dw4002nk","Non","","","1920 x 1080 pixels","Intel Core i7","10 cœurs","Intel® Core™ i7-1255U","Up to 4,70 GHz Turbo max","12 Mo","16 Go","512Go SSD","SSD","Nvidia GeForce","GeForce MX550","1x USB Type-C, 2x USB Type-A, 1x HDMI 1.4b, 1x RJ-45, 1 prise secteur Smart Pin, 1 prise combinée casque/microphone","Silver","1 an","Prix spécial 2 599,000 DT      Ancien prix 2 909,000 DT  -310DT"
"1683668277-606","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=26","Pc Portable DELL Vostro 3520 i7 12è Gén 24Go 512Go SSD - Noir","https://www.mytek.tn/pc-portable-dell-vostro-3520-i7-12e-gen-24go-512go-ssd-noir.html","Sur commande 48h","V3520-I7-24G","DELL","VOSTRO 3520","Non","","","1920 x 1080 pixels","Intel Core i7","10 cœurs","Intel® Core™ i7-1255U","Up to 4,70 GHz Turbo max","12 Mo","24 Go","512Go SSD","SSD","Nvidia GeForce","GeForce MX550","1x USB 2.0, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1, 1x HDMI 1.4, 1x RJ-45, 1x Prise jack pour casque, Prise jack d’alimentation et Lecteur de carte SD","Noir","1 an","2 599,000 DT"
"1683668280-607","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=26","PC Portable Gamer DELL G15 5511 i5 11è Gén 8Go RTX 3050","https://www.mytek.tn/pc-portable-gamer-dell-g15-5511-i5-11e-gene-8go-rtx-3050.html","En stock","BU-5511G15I5-W10P","DELL","G15 5511","oui","","","1920 x 1080 pixels","Intel Core i5","Hexa Core","Intel® Core™ i5-11260H","2,60 GHz up to 4,40 GHz Turbo max","12 Mo","8 Go","512Go SSD","SSD","Nvidia GeForce","GeForce RTX 3050","1x USB 2.0,1x USB 2.0 port with PowerShare, 1x USB 3.2 Gen 1 ,1x HDMI ,1x RJ45","Noir","1 an","Prix spécial 2 599,000 DT      Ancien prix 2 799,000 DT  -200DT"
"1683668283-608","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=26","PC Portable ASUS TUF Gaming F15 i5 11è Gén 32Go RTX 2050","https://www.mytek.tn/pc-portable-asus-tuf-gaming-f15-i5-11e-gen-32go-rtx-2050.html","En stock","FX506HF-HN014W-32G","ASUS","TUF GAMING F15","oui","","","1920 x 1080 pixels","Intel Core i5","Hexa Core","Intel® Core™ i5-11400H","2,70 GHz up to 4,50 GHz Turbo max","12 Mo","32 Go","512Go SSD","SSD","Nvidia GeForce","GeForce RTX 2050","3x USB 3.2 Gen 1 Type-A, 1x Thunderbolt™ 4 support DisplayPort™, 1x HDMI 2.1 TMDS, 1x RJ45, 1 prise audio combinée 3,5 mm","Noir","1 an","2 599,000 DT"
"1683668286-609","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=26","PC Portable DELL Latitude 3530 i5 12è Gén 16Go 256Go SSD - Noir","https://www.mytek.tn/pc-portable-dell-latitude-3530-i5-12e-gen-16go-256go-ssd-noir.html","En stock","BU-3530-I5-256SSD-1Y-16G-W10P","DELL","LATITUDE 3530","Non","","","1920 x 1080 pixels","Intel Core i5","10 cœurs","Intel® Core™ i5-1235U","Up to 4,40 GHz Turbo max","12 Mo","16 Go","256 Go SSD","SSD","Graphique Intégrée","Intel Iris X","1x USB Type-C 3.2 Gen 2, 2x USB 3.2 Gen 1, 1x USB 2.0, 1x HDMI 1.4b, 1x RJ-45, 1 port audio universel , lecteur de carte microSD","Noir","1 an","2 595,000 DT"
"1683668289-610","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=26","PC Portable ASUS ExpertBook B1500 i5 11è Gén 8Go 512Go SSD","https://www.mytek.tn/pc-portable-asus-expertbook-b1500-i5-11e-gen-8go-512go-ssd-b1500cepe-bq0622.html","En stock","B1500CEPE-BQ0622","ASUS","EXPERTBOOK","Non","","","1920 x 1080 pixels","Intel Core i5","Quad Core","Intel Core i5-1135G7","2.40 GHz up to 4,20 GHz Turbo Max","8 Mo","8 Go","512Go SSD","SSD","Nvidia GeForce","GeForce MX330","1x USB 2.0 Type-A , 1x USB 3.2 Gen 1 Type-C ,2x USB 3.2 Gen 2 Type-A ,1x Thunderbolt 4, 1 x HDMI 1.4, 1x port VGA ,1 x combo audio jack de 3,5 mm, 1x RJ45, 1xLecteur de cartes Micro SD","Noir","2 ans","Prix spécial 2 585,000 DT      Ancien prix 2 729,000 DT  -144DT"
"1683668292-611","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=26","PC Portable ASUS ExpertBook B1500 i5 11è Gén 8Go 512Go SSD","https://www.mytek.tn/pc-portable-asus-expertbook-b1500-i5-11e-gen-8go-512go-ssd.html","En stock","","ASUS","EXPERTBOOK","Non","","","1920 x 1080 pixels","Intel Core i5","Quad Core","Intel Core i5-1135G7","2.40 GHz up to 4,20 GHz Turbo Max","8 Mo","8 Go","512Go SSD","SSD","Nvidia GeForce","GeForce MX330","1x USB 2.0 Type-A , 1x USB 3.2 Gen 1 Type-C ,2x USB 3.2 Gen 2 Type-A ,1x Thunderbolt 4, 1 x HDMI 1.4, 1x port VGA ,1 x combo audio jack de 3,5 mm, 1x RJ45, 1xLecteur de cartes Micro SD","Noir","2 ans","Prix spécial 2 585,000 DT      Ancien prix 2 729,000 DT  -144DT"
"1683668295-612","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=26","PC Portable ASUS TUF Gaming F15 i5 10è Gén 16Go GTX1650","https://www.mytek.tn/pc-portable-asus-tuf-gaming-f15-i5-10e-gen-16g-gtx1650.html","En stock","FX505LH-HN004-16G","ASUS","TUF GAMING F15","oui","","","1920 x 1080 pixels","Intel Core i5","Quad Core","Intel® Core™ i5-10300H","2,50 GHz up to 4,50 GHz Turbo max","8 Mo","16 Go","512Go SSD","SSD","Nvidia GeForce","GeForce GTX 1650","1x USB 2.0 Type-A, 2x USB 3.2 Gen 1 Type-A, 1x USB 3.2 Gen 1 Type-C, 1x HDMI 2.0b, 1x prise audio combo 3,5 mm","Noir","1 an","2 585,000 DT"
"1683668298-613","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=26","PC Portable HP 15-dw3039nk i7 11è Gén 24Go 1To + 256Go SSD - Silver","https://www.mytek.tn/pc-portable-hp-15-dw3039nk-i7-11e-gen-24go-1to-256go-ssd-silver.html","En stock","53A13EA-24G","HP","15-dw3039nk","Non","","","1920 x 1080 pixels","Intel Core i7","Quad Core","Intel® Core™ i7-1165G7","2.80 GHz up to 4,70 GHz Turbo max","12 Mo","24 Go","1To + 256Go SSD","SSD + HDD","Graphique Intégrée","Intel Iris X","1x USB Type-C, 2x USB Type-A, 1x HDMI 1.4b, 1x RJ-45, 1 prise combinée casque/microphone, 1 prise secteur Smart Pin","Silver","1 an","Prix spécial 2 579,000 DT      Ancien prix 2 709,000 DT  -130DT"
"1683668302-614","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=26","PC Portable ASUS VIVOBOOK S15 S513EP i7 11è Gén 24Go 512Go SSD – Gold","https://www.mytek.tn/pc-portable-asus-vivobook-s15-s513ep-i7-11e-gen-24go-512go-ssd-gold.html","En arrivage","S513EP-L11083W-24G","ASUS","VIVOBOOK S15 S513EP","Non","","","1920 x 1080 pixels","Intel Core i7","Quad Core","Intel Core i7-1165G7","2.80 GHz up to 4.70 GHz Turbo max","12 Mo","24 Go","512Go SSD","SSD","Nvidia GeForce","GeForce MX330","USB 3.2 Gen 1, USB-C™ 3.2 Gen 1, USB 2.0, HDMI et lecteur de carte microSD","Gold","2 ans","Prix spécial 2 579,000 DT      Ancien prix 2 699,000 DT  -120DT"
"1683668305-615","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=26","PC Portable ASUS ExpertBook B1500 i7 11è Gén 8Go 512Go SSD - Noir","https://www.mytek.tn/pc-portable-asus-expertbook-b1500-i7-11e-gen-8g-512go-ssd-noir.html","En stock","BU-B1500CEPE-EJ1430-W10P","ASUS","EXPERTBOOK","Non","","","1920 x 1080 pixels","Intel Core i7","Quad Core","Intel® Core™ i7-1165G7","2.80 GHz up to 4.70 GHz Turbo max","12 Mo","8 Go","512Go SSD","SSD","Graphique Intégrée","Intel Iris X","1x USB 2.0 Type-A, 2x USB 3.2 Gen 2 Type-A, 1x HDMI 1.4, 1x RJ45, 1x VGA (D-Sub), 1x prise audio combo de 3,5 mm","Noir","2 ans","2 579,000 DT"
"1683668308-616","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=26","PC Portable DELL Latitude 3530 i5 12è Gén 8Go 512Go SSD - Noir","https://www.mytek.tn/pc-portable-dell-latitude-3530-i5-12e-gen-8go-512go-ssd-noir.html","En stock","3530-I5-512SSD","DELL","LATITUDE 3530","Non","","","1920 x 1080 pixels","Intel Core i5","10 cœurs","Intel® Core™ i5-1235U","Up to 4,40 GHz Turbo max","12 Mo","8 Go","512Go SSD","SSD","Graphique Intégrée","Intel Iris X","1x USB Type-C 3.2 Gen 2, 2x USB 3.2 Gen 1, 1x USB 2.0, 1x HDMI 1.4b, 1x RJ-45, 1 port audio universel , lecteur de carte microSD","Noir","1 an","2 579,000 DT"
"1683668311-617","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=26","PC Portable DELL Latitude 3530 i5 12è Gén 24Go 256Go SSD","https://www.mytek.tn/pc-portable-dell-latitude-3530-i5-12e-gen-24go-256go-ssd.html","En stock","3530-I5-256SSD-1Y-24G","DELL","LATITUDE 3530","Non","","","1920 x 1080 pixels","Intel Core i5","10 cœurs","Intel® Core™ i5-1235U","Up to 4,40 GHz Turbo max","12 Mo","24 Go","256 Go SSD","SSD","Graphique Intégrée","Intel Iris X","1x USB Type-C 3.2 Gen 2, 2x USB 3.2 Gen 1, 1x USB 2.0, 1x HDMI 1.4b, 1x RJ-45, 1 port audio universel, lecteur de carte microSD","Noir","1 an","2 575,000 DT"
